#: table_doi: 10.17182/hepdata.104923.v1/t16
#: name: Table 16
#: description: $p_{T}$-dependent nuclear modification factor of kaons ($K^{+}+K^{-}$) measured in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 5.02 TeV.
#: data_file: table_16.yaml
#: keyword reactions: PB PB --> K+ X | PB PB --> K- X | P P --> K+ X | P P --> K- X
#: keyword observables: RATIO
#: keyword cmenergies: 5020.0
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: CENTRALITY [pct],,,0-5
#: RE (PBPB),,,PB PB --> K+ X, PB PB --> K- X
#: RE (PP),,,P P --> K+ X, P P --> K- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
0.225,0.2,0.25,0.16313,0.0011337,-0.0011337,0.01189,-0.01189
0.275,0.25,0.3,0.17091,0.00068512,-0.00068512,0.0099378,-0.0099378
0.32499999999999996,0.3,0.35,0.1797,0.00066142,-0.00066142,0.0078652,-0.0078652
0.375,0.35,0.4,0.1904,0.00089488,-0.00089488,0.010043,-0.010043
0.42500000000000004,0.4,0.45,0.20632,0.00094386,-0.00094386,0.01102,-0.01102
0.475,0.45,0.5,0.22552,0.0034929,-0.0034929,0.010668,-0.010668
0.525,0.5,0.55,0.24973,0.0045632,-0.0045632,0.013888,-0.013888
0.575,0.55,0.6,0.26311,0.0065364,-0.0065364,0.016944,-0.016944
0.625,0.6,0.65,0.27936,0.011966,-0.011966,0.022327,-0.022327
0.675,0.65,0.7,0.29112,0.0025357,-0.0025357,0.012065,-0.012065
0.725,0.7,0.75,0.31431,0.0026195,-0.0026195,0.012938,-0.012938
0.775,0.75,0.8,0.3383,0.002789,-0.002789,0.01371,-0.01371
0.825,0.8,0.85,0.35921,0.0030257,-0.0030257,0.014685,-0.014685
0.875,0.85,0.9,0.38005,0.0032744,-0.0032744,0.015587,-0.015587
0.925,0.9,0.95,0.39742,0.0035853,-0.0035853,0.016359,-0.016359
0.975,0.95,1.0,0.41873,0.0039034,-0.0039034,0.016975,-0.016975
1.05,1.0,1.1,0.43975,0.0033612,-0.0033612,0.017758,-0.017758
1.15,1.1,1.2,0.46333,0.0037675,-0.0037675,0.019103,-0.019103
1.25,1.2,1.3,0.48289,0.0044379,-0.0044379,0.020967,-0.020967
1.35,1.3,1.4,0.49443,0.0048893,-0.0048893,0.021566,-0.021566
1.45,1.4,1.5,0.50469,0.00521,-0.00521,0.021565,-0.021565
1.55,1.5,1.6,0.50609,0.0056128,-0.0056128,0.021307,-0.021307
1.65,1.6,1.7,0.50661,0.0061059,-0.0061059,0.021068,-0.021068
1.75,1.7,1.8,0.50332,0.0066805,-0.0066805,0.019886,-0.019886
1.85,1.8,1.9,0.48793,0.0089699,-0.0089699,0.023036,-0.023036
1.95,1.9,2.0,0.48453,0.011384,-0.011384,0.025938,-0.025938
2.1,2.0,2.2,0.47512,0.011929,-0.011929,0.028836,-0.028836
2.3,2.2,2.4,0.44263,0.014336,-0.014336,0.029354,-0.029354
2.5,2.4,2.6,0.42438,0.014774,-0.014774,0.027066,-0.027066
2.7,2.6,2.8,0.39287,0.014782,-0.014782,0.024691,-0.024691
2.9,2.8,3.0,0.36131,0.016452,-0.016452,0.024413,-0.024413
3.1,3.0,3.2,0.34553,0.013075,-0.013075,0.026721,-0.026721
3.3,3.2,3.4,0.30557,0.011578,-0.011578,0.024669,-0.024669
3.5,3.4,3.6,0.27445,0.010866,-0.010866,0.024806,-0.024806
3.7,3.6,3.8,0.24838,0.0099606,-0.0099606,0.023428,-0.023428
3.9,3.8,4.0,0.22692,0.0087504,-0.0087504,0.022396,-0.022396
4.25,4.0,4.5,0.18987,0.0066351,-0.0066351,0.019851,-0.019851
4.75,4.5,5.0,0.15163,0.0044138,-0.0044138,0.015067,-0.015067
5.25,5.0,5.5,0.13244,0.0035068,-0.0035068,0.012256,-0.012256
5.75,5.5,6.0,0.12464,0.0033281,-0.0033281,0.010826,-0.010826
6.25,6.0,6.5,0.12477,0.0035834,-0.0035834,0.012408,-0.012408
6.75,6.5,7.0,0.12505,0.0040134,-0.0040134,0.012233,-0.012233
7.5,7.0,8.0,0.13529,0.0036348,-0.0036348,0.013584,-0.013584
8.5,8.0,9.0,0.14313,0.0052944,-0.0052944,0.017303,-0.017303
9.5,9.0,10.0,0.16112,0.0077889,-0.0077889,0.019554,-0.019554
10.5,10.0,11.0,0.17422,0.010498,-0.010498,0.021429,-0.021429
11.5,11.0,12.0,0.17566,0.013125,-0.013125,0.021714,-0.021714
12.5,12.0,13.0,0.19102,0.019047,-0.019047,0.023767,-0.023767
13.5,13.0,14.0,0.21041,0.026699,-0.026699,0.02635,-0.02635
14.5,14.0,15.0,0.21793,0.032254,-0.032254,0.027483,-0.027483
15.5,15.0,16.0,0.23582,0.03753,-0.03753,0.029966,-0.029966
17.0,16.0,18.0,0.22858,0.034027,-0.034027,0.029444,-0.029444
19.0,18.0,20.0,0.24935,0.055544,-0.055544,0.032676,-0.032676

#: CENTRALITY [pct],,,5-10
#: RE (PBPB),,,PB PB --> K+ X, PB PB --> K- X
#: RE (PP),,,P P --> K+ X, P P --> K- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
0.225,0.2,0.25,0.16826,0.0014507,-0.0014507,0.012548,-0.012548
0.275,0.25,0.3,0.18102,0.00088734,-0.00088734,0.010589,-0.010589
0.32499999999999996,0.3,0.35,0.18823,0.00077527,-0.00077527,0.0080575,-0.0080575
0.375,0.35,0.4,0.19967,0.0010036,-0.0010036,0.01081,-0.01081
0.42500000000000004,0.4,0.45,0.21605,0.0010433,-0.0010433,0.011928,-0.011928
0.475,0.45,0.5,0.23031,0.0043452,-0.0043452,0.010905,-0.010905
0.525,0.5,0.55,0.25266,0.0059016,-0.0059016,0.013841,-0.013841
0.575,0.55,0.6,0.2657,0.007734,-0.007734,0.017288,-0.017288
0.625,0.6,0.65,0.28456,0.013039,-0.013039,0.022682,-0.022682
0.675,0.65,0.7,0.30341,0.0036116,-0.0036116,0.012528,-0.012528
0.725,0.7,0.75,0.3249,0.0039257,-0.0039257,0.013315,-0.013315
0.775,0.75,0.8,0.34932,0.0044118,-0.0044118,0.014049,-0.014049
0.825,0.8,0.85,0.37195,0.0048331,-0.0048331,0.015122,-0.015122
0.875,0.85,0.9,0.39301,0.0052464,-0.0052464,0.015993,-0.015993
0.925,0.9,0.95,0.4113,0.0058505,-0.0058505,0.016873,-0.016873
0.975,0.95,1.0,0.43123,0.0064402,-0.0064402,0.017398,-0.017398
1.05,1.0,1.1,0.45793,0.0054382,-0.0054382,0.018372,-0.018372
1.15,1.1,1.2,0.48178,0.0063536,-0.0063536,0.019744,-0.019744
1.25,1.2,1.3,0.50093,0.0074808,-0.0074808,0.021664,-0.021664
1.35,1.3,1.4,0.5125,0.0086251,-0.0086251,0.022244,-0.022244
1.45,1.4,1.5,0.52236,0.0094146,-0.0094146,0.022214,-0.022214
1.55,1.5,1.6,0.5242,0.0097682,-0.0097682,0.02178,-0.02178
1.65,1.6,1.7,0.52993,0.01075,-0.01075,0.022097,-0.022097
1.75,1.7,1.8,0.53307,0.010256,-0.010256,0.021003,-0.021003
1.85,1.8,1.9,0.51463,0.01366,-0.01366,0.024047,-0.024047
1.95,1.9,2.0,0.51053,0.019176,-0.019176,0.027176,-0.027176
2.1,2.0,2.2,0.51151,0.020371,-0.020371,0.030347,-0.030347
2.3,2.2,2.4,0.47825,0.023522,-0.023522,0.03207,-0.03207
2.5,2.4,2.6,0.46797,0.026193,-0.026193,0.030189,-0.030189
2.7,2.6,2.8,0.42039,0.026989,-0.026989,0.026149,-0.026149
2.9,2.8,3.0,0.39333,0.030235,-0.030235,0.028262,-0.028262
3.1,3.0,3.2,0.33951,0.010824,-0.010824,0.028868,-0.028868
3.3,3.2,3.4,0.29388,0.0095634,-0.0095634,0.025743,-0.025743
3.5,3.4,3.6,0.26122,0.0088813,-0.0088813,0.025485,-0.025485
3.7,3.6,3.8,0.25828,0.0088454,-0.0088454,0.026695,-0.026695
3.9,3.8,4.0,0.23461,0.0080633,-0.0080633,0.024955,-0.024955
4.25,4.0,4.5,0.19701,0.004925,-0.004925,0.023891,-0.023891
4.75,4.5,5.0,0.16905,0.0039549,-0.0039549,0.01774,-0.01774
5.25,5.0,5.5,0.15405,0.0038223,-0.0038223,0.01453,-0.01453
5.75,5.5,6.0,0.14632,0.0040911,-0.0040911,0.012703,-0.012703
6.25,6.0,6.5,0.14921,0.0037012,-0.0037012,0.015026,-0.015026
6.75,6.5,7.0,0.15222,0.0042997,-0.0042997,0.015081,-0.015081
7.5,7.0,8.0,0.16387,0.004478,-0.004478,0.01626,-0.01626
8.5,8.0,9.0,0.16946,0.006332,-0.006332,0.020448,-0.020448
9.5,9.0,10.0,0.19091,0.0092823,-0.0092823,0.023127,-0.023127
10.5,10.0,11.0,0.20853,0.012613,-0.012613,0.02564,-0.02564
11.5,11.0,12.0,0.20446,0.015329,-0.015329,0.025266,-0.025266
12.5,12.0,13.0,0.22986,0.022955,-0.022955,0.028591,-0.028591
13.5,13.0,14.0,0.24198,0.030746,-0.030746,0.030278,-0.030278
14.5,14.0,15.0,0.24394,0.03619,-0.03619,0.030737,-0.030737
15.5,15.0,16.0,0.26601,0.042434,-0.042434,0.033773,-0.033773
17.0,16.0,18.0,0.25604,0.038213,-0.038213,0.032953,-0.032953
19.0,18.0,20.0,0.28878,0.064378,-0.064378,0.037813,-0.037813

#: CENTRALITY [pct],,,10-20
#: RE (PBPB),,,PB PB --> K+ X, PB PB --> K- X
#: RE (PP),,,P P --> K+ X, P P --> K- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
0.225,0.2,0.25,0.18104,0.0012533,-0.0012533,0.013002,-0.013002
0.275,0.25,0.3,0.19479,0.00080735,-0.00080735,0.01122,-0.01122
0.32499999999999996,0.3,0.35,0.20546,0.00076756,-0.00076756,0.0085539,-0.0085539
0.375,0.35,0.4,0.21568,0.00093856,-0.00093856,0.010927,-0.010927
0.42500000000000004,0.4,0.45,0.23148,0.00097252,-0.00097252,0.012053,-0.012053
0.475,0.45,0.5,0.25167,0.0039631,-0.0039631,0.011741,-0.011741
0.525,0.5,0.55,0.26974,0.0050508,-0.0050508,0.014703,-0.014703
0.575,0.55,0.6,0.28683,0.0072348,-0.0072348,0.018474,-0.018474
0.625,0.6,0.65,0.30677,0.013217,-0.013217,0.024414,-0.024414
0.675,0.65,0.7,0.32842,0.0030059,-0.0030059,0.013556,-0.013556
0.725,0.7,0.75,0.35279,0.00313,-0.00313,0.014393,-0.014393
0.775,0.75,0.8,0.37504,0.0033202,-0.0033202,0.015041,-0.015041
0.825,0.8,0.85,0.40211,0.0036598,-0.0036598,0.016295,-0.016295
0.875,0.85,0.9,0.42162,0.0039347,-0.0039347,0.017088,-0.017088
0.925,0.9,0.95,0.43779,0.004292,-0.004292,0.017826,-0.017826
0.975,0.95,1.0,0.46323,0.0047113,-0.0047113,0.018553,-0.018553
1.05,1.0,1.1,0.48889,0.0040663,-0.0040663,0.019516,-0.019516
1.15,1.1,1.2,0.512,0.0045519,-0.0045519,0.02077,-0.02077
1.25,1.2,1.3,0.53289,0.0053722,-0.0053722,0.022829,-0.022829
1.35,1.3,1.4,0.54216,0.0059467,-0.0059467,0.023269,-0.023269
1.45,1.4,1.5,0.55477,0.0064668,-0.0064668,0.023473,-0.023473
1.55,1.5,1.6,0.55314,0.0067369,-0.0067369,0.022747,-0.022747
1.65,1.6,1.7,0.55592,0.007366,-0.007366,0.022599,-0.022599
1.75,1.7,1.8,0.5487,0.0077671,-0.0077671,0.021474,-0.021474
1.85,1.8,1.9,0.54003,0.010428,-0.010428,0.025123,-0.025123
1.95,1.9,2.0,0.53394,0.013223,-0.013223,0.028016,-0.028016
2.1,2.0,2.2,0.53095,0.01393,-0.01393,0.031368,-0.031368
2.3,2.2,2.4,0.50854,0.017488,-0.017488,0.032879,-0.032879
2.5,2.4,2.6,0.48652,0.017006,-0.017006,0.029506,-0.029506
2.7,2.6,2.8,0.45404,0.018156,-0.018156,0.028408,-0.028408
2.9,2.8,3.0,0.42561,0.020086,-0.020086,0.02903,-0.02903
3.1,3.0,3.2,0.39092,0.0139,-0.0139,0.030941,-0.030941
3.3,3.2,3.4,0.36169,0.013024,-0.013024,0.030039,-0.030039
3.5,3.4,3.6,0.33025,0.012734,-0.012734,0.03034,-0.03034
3.7,3.6,3.8,0.30798,0.011871,-0.011871,0.030063,-0.030063
3.9,3.8,4.0,0.29004,0.010842,-0.010842,0.029038,-0.029038
4.25,4.0,4.5,0.2452,0.0084122,-0.0084122,0.02635,-0.02635
4.75,4.5,5.0,0.21269,0.0056421,-0.0056421,0.020563,-0.020563
5.25,5.0,5.5,0.19463,0.0048188,-0.0048188,0.017255,-0.017255
5.75,5.5,6.0,0.18467,0.0049769,-0.0049769,0.014669,-0.014669
6.25,6.0,6.5,0.18774,0.0049128,-0.0049128,0.018846,-0.018846
6.75,6.5,7.0,0.19164,0.0057992,-0.0057992,0.018795,-0.018795
7.5,7.0,8.0,0.20529,0.0054661,-0.0054661,0.020445,-0.020445
8.5,8.0,9.0,0.21483,0.0078663,-0.0078663,0.025944,-0.025944
9.5,9.0,10.0,0.23446,0.011222,-0.011222,0.028426,-0.028426
10.5,10.0,11.0,0.25638,0.015287,-0.015287,0.031552,-0.031552
11.5,11.0,12.0,0.25559,0.018906,-0.018906,0.031613,-0.031613
12.5,12.0,13.0,0.28015,0.02769,-0.02769,0.034877,-0.034877
13.5,13.0,14.0,0.30419,0.038298,-0.038298,0.038145,-0.038145
14.5,14.0,15.0,0.30863,0.045376,-0.045376,0.038973,-0.038973
15.5,15.0,16.0,0.33558,0.053033,-0.053033,0.042697,-0.042697
17.0,16.0,18.0,0.33162,0.048888,-0.048888,0.042771,-0.042771
19.0,18.0,20.0,0.35965,0.079541,-0.079541,0.04719,-0.04719

#: CENTRALITY [pct],,,20-40
#: RE (PBPB),,,PB PB --> K+ X, PB PB --> K- X
#: RE (PP),,,P P --> K+ X, P P --> K- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
0.225,0.2,0.25,0.22936,0.001343,-0.001343,0.014054,-0.014054
0.275,0.25,0.3,0.24324,0.00093336,-0.00093336,0.01287,-0.01287
0.32499999999999996,0.3,0.35,0.2539,0.00090234,-0.00090234,0.0089867,-0.0089867
0.375,0.35,0.4,0.26535,0.0010084,-0.0010084,0.010429,-0.010429
0.42500000000000004,0.4,0.45,0.28614,0.0010526,-0.0010526,0.011547,-0.011547
0.475,0.45,0.5,0.30473,0.0045347,-0.0045347,0.012658,-0.012658
0.525,0.5,0.55,0.32399,0.0056778,-0.0056778,0.015209,-0.015209
0.575,0.55,0.6,0.34095,0.0082707,-0.0082707,0.01909,-0.01909
0.625,0.6,0.65,0.3605,0.015304,-0.015304,0.025594,-0.025594
0.675,0.65,0.7,0.3963,0.0032648,-0.0032648,0.013465,-0.013465
0.725,0.7,0.75,0.41579,0.0032337,-0.0032337,0.013913,-0.013913
0.775,0.75,0.8,0.44087,0.0033336,-0.0033336,0.014391,-0.014391
0.825,0.8,0.85,0.46426,0.0035864,-0.0035864,0.015205,-0.015205
0.875,0.85,0.9,0.4848,0.0038319,-0.0038319,0.015897,-0.015897
0.925,0.9,0.95,0.50744,0.0041685,-0.0041685,0.01664,-0.01664
0.975,0.95,1.0,0.53064,0.0045021,-0.0045021,0.017155,-0.017155
1.05,1.0,1.1,0.55043,0.0038966,-0.0038966,0.017706,-0.017706
1.15,1.1,1.2,0.57618,0.0042856,-0.0042856,0.018798,-0.018798
1.25,1.2,1.3,0.5971,0.0049743,-0.0049743,0.020403,-0.020403
1.35,1.3,1.4,0.60542,0.0053304,-0.0053304,0.020647,-0.020647
1.45,1.4,1.5,0.61143,0.0055188,-0.0055188,0.020202,-0.020202
1.55,1.5,1.6,0.61053,0.0058446,-0.0058446,0.019744,-0.019744
1.65,1.6,1.7,0.60851,0.0062029,-0.0062029,0.019492,-0.019492
1.75,1.7,1.8,0.60315,0.0074892,-0.0074892,0.019666,-0.019666
1.85,1.8,1.9,0.59212,0.010028,-0.010028,0.023406,-0.023406
1.95,1.9,2.0,0.59172,0.012468,-0.012468,0.026144,-0.026144
2.1,2.0,2.2,0.58566,0.013055,-0.013055,0.029215,-0.029215
2.3,2.2,2.4,0.55722,0.015497,-0.015497,0.030684,-0.030684
2.5,2.4,2.6,0.54434,0.015585,-0.015585,0.02847,-0.02847
2.7,2.6,2.8,0.50793,0.015977,-0.015977,0.026735,-0.026735
2.9,2.8,3.0,0.48768,0.018467,-0.018467,0.027782,-0.027782
3.1,3.0,3.2,0.45847,0.014825,-0.014825,0.029703,-0.029703
3.3,3.2,3.4,0.43526,0.014506,-0.014506,0.029518,-0.029518
3.5,3.4,3.6,0.40888,0.014303,-0.014303,0.03063,-0.03063
3.7,3.6,3.8,0.38468,0.013358,-0.013358,0.030215,-0.030215
3.9,3.8,4.0,0.36571,0.012359,-0.012359,0.029487,-0.029487
4.25,4.0,4.5,0.32769,0.0080472,-0.0080472,0.026964,-0.026964
4.75,4.5,5.0,0.30091,0.0068378,-0.0068378,0.022779,-0.022779
5.25,5.0,5.5,0.28339,0.0065349,-0.0065349,0.019659,-0.019659
5.75,5.5,6.0,0.27187,0.0069617,-0.0069617,0.017592,-0.017592
6.25,6.0,6.5,0.26797,0.0075371,-0.0075371,0.021119,-0.021119
6.75,6.5,7.0,0.272,0.0083737,-0.0083737,0.020984,-0.020984
7.5,7.0,8.0,0.29054,0.0079096,-0.0079096,0.02282,-0.02282
8.5,8.0,9.0,0.29685,0.010979,-0.010979,0.03099,-0.03099
9.5,9.0,10.0,0.32637,0.015683,-0.015683,0.034227,-0.034227
10.5,10.0,11.0,0.34649,0.020688,-0.020688,0.036969,-0.036969
11.5,11.0,12.0,0.3433,0.025382,-0.025382,0.036852,-0.036852
12.5,12.0,13.0,0.37655,0.037173,-0.037173,0.040718,-0.040718
13.5,13.0,14.0,0.4002,0.050309,-0.050309,0.043545,-0.043545
14.5,14.0,15.0,0.40822,0.059916,-0.059916,0.044756,-0.044756
15.5,15.0,16.0,0.44282,0.069838,-0.069838,0.048861,-0.048861
17.0,16.0,18.0,0.42075,0.061905,-0.061905,0.047007,-0.047007
19.0,18.0,20.0,0.45181,0.099725,-0.099725,0.051445,-0.051445

#: CENTRALITY [pct],,,40-60
#: RE (PBPB),,,PB PB --> K+ X, PB PB --> K- X
#: RE (PP),,,P P --> K+ X, P P --> K- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
0.225,0.2,0.25,0.3437,0.0027725,-0.0027725,0.020625,-0.020625
0.275,0.25,0.3,0.36126,0.0018267,-0.0018267,0.018274,-0.018274
0.32499999999999996,0.3,0.35,0.37166,0.0016226,-0.0016226,0.013289,-0.013289
0.375,0.35,0.4,0.37937,0.0017124,-0.0017124,0.014137,-0.014137
0.42500000000000004,0.4,0.45,0.41084,0.0017947,-0.0017947,0.015918,-0.015918
0.475,0.45,0.5,0.42913,0.0064007,-0.0064007,0.017873,-0.017873
0.525,0.5,0.55,0.44644,0.0078222,-0.0078222,0.021131,-0.021131
0.575,0.55,0.6,0.46256,0.011219,-0.011219,0.026021,-0.026021
0.625,0.6,0.65,0.47808,0.020293,-0.020293,0.034112,-0.034112
0.675,0.65,0.7,0.51161,0.0045577,-0.0045577,0.01784,-0.01784
0.725,0.7,0.75,0.53768,0.0046036,-0.0046036,0.01858,-0.01858
0.775,0.75,0.8,0.56314,0.0047602,-0.0047602,0.01903,-0.01903
0.825,0.8,0.85,0.58823,0.0051501,-0.0051501,0.01995,-0.01995
0.875,0.85,0.9,0.60359,0.0054603,-0.0054603,0.020688,-0.020688
0.925,0.9,0.95,0.62471,0.0059068,-0.0059068,0.021237,-0.021237
0.975,0.95,1.0,0.64149,0.0062907,-0.0062907,0.021514,-0.021514
1.05,1.0,1.1,0.66427,0.0053634,-0.0053634,0.022034,-0.022034
1.15,1.1,1.2,0.67646,0.0057857,-0.0057857,0.022839,-0.022839
1.25,1.2,1.3,0.69377,0.006646,-0.006646,0.02438,-0.02438
1.35,1.3,1.4,0.69925,0.0071801,-0.0071801,0.024611,-0.024611
1.45,1.4,1.5,0.69763,0.0075027,-0.0075027,0.02375,-0.02375
1.55,1.5,1.6,0.68823,0.0076381,-0.0076381,0.022903,-0.022903
1.65,1.6,1.7,0.68035,0.0080585,-0.0080585,0.022063,-0.022063
1.75,1.7,1.8,0.67317,0.0095733,-0.0095733,0.022532,-0.022532
1.85,1.8,1.9,0.65676,0.012045,-0.012045,0.026233,-0.026233
1.95,1.9,2.0,0.65691,0.014639,-0.014639,0.029382,-0.029382
2.1,2.0,2.2,0.66857,0.015459,-0.015459,0.033448,-0.033448
2.3,2.2,2.4,0.64548,0.018573,-0.018573,0.035747,-0.035747
2.5,2.4,2.6,0.62282,0.018561,-0.018561,0.032957,-0.032957
2.7,2.6,2.8,0.60952,0.020125,-0.020125,0.03254,-0.03254
2.9,2.8,3.0,0.59153,0.02349,-0.02349,0.033776,-0.033776
3.1,3.0,3.2,0.58328,0.01978,-0.01978,0.037812,-0.037812
3.3,3.2,3.4,0.57088,0.019923,-0.019923,0.03842,-0.03842
3.5,3.4,3.6,0.54923,0.019659,-0.019659,0.039674,-0.039674
3.7,3.6,3.8,0.53537,0.019063,-0.019063,0.039784,-0.039784
3.9,3.8,4.0,0.52925,0.018494,-0.018494,0.039908,-0.039908
4.25,4.0,4.5,0.49016,0.011109,-0.011109,0.037549,-0.037549
