#: table_doi: 10.17182/hepdata.104923.v1/t15
#: name: Table 15
#: description: $p_{T}$-dependent nuclear modification factor of pions ($\pi^{+}+\pi^{-}$) measured in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 5.02 TeV.
#: data_file: table_15.yaml
#: keyword reactions: PB PB --> PI+ X | PB PB --> PI- X | P P --> PI+ X | P P --> PI- X
#: keyword observables: RATIO
#: keyword cmenergies: 5020.0
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: CENTRALITY [pct],,,0-5
#: RE (PBPB),,,PB PB --> PI+ X, PB PB --> PI- X
#: RE (PP),,,P P --> PI+ X, P P --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
0.11,0.1,0.12,0.16154,0.00087461,-0.00087461,0.015484,-0.015484
0.13,0.12,0.14,0.16233,0.00075349,-0.00075349,0.010557,-0.010557
0.15000000000000002,0.14,0.16,0.16461,0.00073063,-0.00073063,0.010121,-0.010121
0.16999999999999998,0.16,0.18,0.16779,0.00072466,-0.00072466,0.010036,-0.010036
0.19,0.18,0.2,0.17194,0.00072977,-0.00072977,0.010156,-0.010156
0.225,0.2,0.25,0.179,0.00067206,-0.00067206,0.010923,-0.010923
0.275,0.25,0.3,0.19022,0.00071269,-0.00071269,0.012075,-0.012075
0.32499999999999996,0.3,0.35,0.21362,0.00029097,-0.00029097,0.0073156,-0.0073156
0.375,0.35,0.4,0.22907,0.00028692,-0.00028692,0.0079099,-0.0079099
0.42500000000000004,0.4,0.45,0.24353,0.0003185,-0.0003185,0.0087395,-0.0087395
0.475,0.45,0.5,0.25824,0.00034913,-0.00034913,0.009509,-0.009509
0.525,0.5,0.55,0.26673,0.00032102,-0.00032102,0.0078182,-0.0078182
0.575,0.55,0.6,0.27671,0.00037301,-0.00037301,0.0082497,-0.0082497
0.625,0.6,0.65,0.28556,0.00044739,-0.00044739,0.0093428,-0.0093428
0.675,0.65,0.7,0.29839,0.00047821,-0.00047821,0.01026,-0.01026
0.725,0.7,0.75,0.31392,0.00041672,-0.00041672,0.012689,-0.012689
0.775,0.75,0.8,0.32833,0.00045863,-0.00045863,0.013695,-0.013695
0.825,0.8,0.85,0.34043,0.00047981,-0.00047981,0.013948,-0.013948
0.875,0.85,0.9,0.35262,0.00054264,-0.00054264,0.014256,-0.014256
0.925,0.9,0.95,0.36515,0.00061525,-0.00061525,0.01479,-0.01479
0.975,0.95,1.0,0.37647,0.00069257,-0.00069257,0.015086,-0.015086
1.05,1.0,1.1,0.38664,0.00055809,-0.00055809,0.015468,-0.015468
1.15,1.1,1.2,0.38562,0.0006362,-0.0006362,0.015614,-0.015614
1.25,1.2,1.3,0.41313,0.0031551,-0.0031551,0.017393,-0.017393
1.35,1.3,1.4,0.42058,0.00088409,-0.00088409,0.018329,-0.018329
1.45,1.4,1.5,0.42161,0.00098397,-0.00098397,0.017864,-0.017864
1.55,1.5,1.6,0.41939,0.0011032,-0.0011032,0.017613,-0.017613
1.65,1.6,1.7,0.40893,0.0012396,-0.0012396,0.022465,-0.022465
1.75,1.7,1.8,0.40732,0.0013328,-0.0013328,0.021993,-0.021993
1.85,1.8,1.9,0.39549,0.0014094,-0.0014094,0.021445,-0.021445
1.95,1.9,2.0,0.38777,0.0015122,-0.0015122,0.022151,-0.022151
2.1,2.0,2.2,0.34905,0.0010525,-0.0010525,0.016944,-0.016944
2.3,2.2,2.4,0.32321,0.0010277,-0.0010277,0.014027,-0.014027
2.5,2.4,2.6,0.30017,0.0011329,-0.0011329,0.011786,-0.011786
2.7,2.6,2.8,0.2765,0.001186,-0.001186,0.010313,-0.010313
2.9,2.8,3.0,0.25535,0.0012258,-0.0012258,0.0094899,-0.0094899
3.1,3.0,3.2,0.2337,0.0013038,-0.0013038,0.0086088,-0.0086088
3.3,3.2,3.4,0.21398,0.0013511,-0.0013511,0.0075877,-0.0075877
3.5,3.4,3.6,0.19395,0.0013908,-0.0013908,0.0070298,-0.0070298
3.7,3.6,3.8,0.17901,0.0013987,-0.0013987,0.0062252,-0.0062252
3.9,3.8,4.0,0.16635,0.0014483,-0.0014483,0.0059759,-0.0059759
4.25,4.0,4.5,0.14756,0.00096945,-0.00096945,0.0055561,-0.0055561
4.75,4.5,5.0,0.13143,0.0011214,-0.0011214,0.0044587,-0.0044587
5.25,5.0,5.5,0.12155,0.0013212,-0.0013212,0.0041428,-0.0041428
5.75,5.5,6.0,0.11556,0.0015713,-0.0015713,0.0039448,-0.0039448
6.25,6.0,6.5,0.11892,0.0018264,-0.0018264,0.004567,-0.004567
6.75,6.5,7.0,0.11926,0.002217,-0.002217,0.0043767,-0.0043767
7.5,7.0,8.0,0.12403,0.0021619,-0.0021619,0.0049429,-0.0049429
8.5,8.0,9.0,0.13471,0.0032344,-0.0032344,0.0051597,-0.0051597
9.5,9.0,10.0,0.14879,0.0046695,-0.0046695,0.0057,-0.0057
10.5,10.0,11.0,0.16224,0.0066539,-0.0066539,0.0067477,-0.0067477
11.5,11.0,12.0,0.16943,0.0086561,-0.0086561,0.0070454,-0.0070454
12.5,12.0,13.0,0.18751,0.011744,-0.011744,0.0078089,-0.0078089
13.5,13.0,14.0,0.19707,0.015735,-0.015735,0.0082649,-0.0082649
14.5,14.0,15.0,0.19992,0.018453,-0.018453,0.0083761,-0.0083761
15.5,15.0,16.0,0.22931,0.026741,-0.026741,0.0096073,-0.0096073
17.0,16.0,18.0,0.22958,0.022408,-0.022408,0.009654,-0.009654
19.0,18.0,20.0,0.24191,0.036591,-0.036591,0.010135,-0.010135

#: CENTRALITY [pct],,,5-10
#: RE (PBPB),,,PB PB --> PI+ X, PB PB --> PI- X
#: RE (PP),,,P P --> PI+ X, P P --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
0.11,0.1,0.12,0.15881,0.0010196,-0.0010196,0.015426,-0.015426
0.13,0.12,0.14,0.16321,0.00085924,-0.00085924,0.01092,-0.01092
0.15000000000000002,0.14,0.16,0.16739,0.00082594,-0.00082594,0.010624,-0.010624
0.16999999999999998,0.16,0.18,0.17143,0.0008153,-0.0008153,0.010602,-0.010602
0.19,0.18,0.2,0.17662,0.00081758,-0.00081758,0.010796,-0.010796
0.225,0.2,0.25,0.18419,0.00068658,-0.00068658,0.011607,-0.011607
0.275,0.25,0.3,0.19691,0.00073341,-0.00073341,0.012877,-0.012877
0.32499999999999996,0.3,0.35,0.22192,0.00029561,-0.00029561,0.0074521,-0.0074521
0.375,0.35,0.4,0.23794,0.00028881,-0.00028881,0.0079413,-0.0079413
0.42500000000000004,0.4,0.45,0.25289,0.00031077,-0.00031077,0.0086384,-0.0086384
0.475,0.45,0.5,0.26841,0.00034451,-0.00034451,0.0093929,-0.0093929
0.525,0.5,0.55,0.2767,0.00034638,-0.00034638,0.0077413,-0.0077413
0.575,0.55,0.6,0.29025,0.00038304,-0.00038304,0.0079247,-0.0079247
0.625,0.6,0.65,0.29607,0.00051499,-0.00051499,0.009422,-0.009422
0.675,0.65,0.7,0.30804,0.00058699,-0.00058699,0.010581,-0.010581
0.725,0.7,0.75,0.32463,0.00052409,-0.00052409,0.013071,-0.013071
0.775,0.75,0.8,0.33862,0.00068388,-0.00068388,0.014046,-0.014046
0.825,0.8,0.85,0.35157,0.00063319,-0.00063319,0.014334,-0.014334
0.875,0.85,0.9,0.36404,0.00071718,-0.00071718,0.014607,-0.014607
0.925,0.9,0.95,0.37709,0.00081505,-0.00081505,0.015218,-0.015218
0.975,0.95,1.0,0.38704,0.00091158,-0.00091158,0.015424,-0.015424
1.05,1.0,1.1,0.3996,0.00074168,-0.00074168,0.015891,-0.015891
1.15,1.1,1.2,0.39915,0.00085083,-0.00085083,0.016046,-0.016046
1.25,1.2,1.3,0.42979,0.0036778,-0.0036778,0.01799,-0.01799
1.35,1.3,1.4,0.43825,0.0011935,-0.0011935,0.018975,-0.018975
1.45,1.4,1.5,0.44018,0.0013324,-0.0013324,0.018517,-0.018517
1.55,1.5,1.6,0.43633,0.0014468,-0.0014468,0.018099,-0.018099
1.65,1.6,1.7,0.42663,0.0015786,-0.0015786,0.023357,-0.023357
1.75,1.7,1.8,0.42137,0.0016778,-0.0016778,0.022665,-0.022665
1.85,1.8,1.9,0.41746,0.0018106,-0.0018106,0.022445,-0.022445
1.95,1.9,2.0,0.40647,0.0019038,-0.0019038,0.02315,-0.02315
2.1,2.0,2.2,0.36653,0.0013099,-0.0013099,0.018138,-0.018138
2.3,2.2,2.4,0.3401,0.0012991,-0.0012991,0.014697,-0.014697
2.5,2.4,2.6,0.31896,0.0014226,-0.0014226,0.012475,-0.012475
2.7,2.6,2.8,0.29711,0.0015035,-0.0015035,0.011034,-0.011034
2.9,2.8,3.0,0.27624,0.0015686,-0.0015686,0.010081,-0.010081
3.1,3.0,3.2,0.25576,0.0016723,-0.0016723,0.0091946,-0.0091946
3.3,3.2,3.4,0.23453,0.0017258,-0.0017258,0.0077305,-0.0077305
3.5,3.4,3.6,0.21548,0.0017827,-0.0017827,0.0073925,-0.0073925
3.7,3.6,3.8,0.20143,0.0018239,-0.0018239,0.0067924,-0.0067924
3.9,3.8,4.0,0.18848,0.0019005,-0.0019005,0.0065753,-0.0065753
4.25,4.0,4.5,0.1691,0.0012788,-0.0012788,0.0061482,-0.0061482
4.75,4.5,5.0,0.15306,0.0014855,-0.0014855,0.004896,-0.004896
5.25,5.0,5.5,0.14257,0.0017462,-0.0017462,0.004791,-0.004791
5.75,5.5,6.0,0.13692,0.0020838,-0.0020838,0.0044284,-0.0044284
6.25,6.0,6.5,0.13991,0.0021813,-0.0021813,0.0053025,-0.0053025
6.75,6.5,7.0,0.13978,0.0026271,-0.0026271,0.0051197,-0.0051197
7.5,7.0,8.0,0.14511,0.0025606,-0.0025606,0.0053337,-0.0053337
8.5,8.0,9.0,0.15752,0.0038105,-0.0038105,0.0059189,-0.0059189
9.5,9.0,10.0,0.17117,0.0054013,-0.0054013,0.0064328,-0.0064328
10.5,10.0,11.0,0.18738,0.0077151,-0.0077151,0.0077667,-0.0077667
11.5,11.0,12.0,0.19108,0.0097978,-0.0097978,0.0079187,-0.0079187
12.5,12.0,13.0,0.21541,0.01353,-0.01353,0.0089402,-0.0089402
13.5,13.0,14.0,0.2209,0.017683,-0.017683,0.0091875,-0.0091875
14.5,14.0,15.0,0.22447,0.020768,-0.020768,0.0093264,-0.0093264
15.5,15.0,16.0,0.25908,0.030268,-0.030268,0.010764,-0.010764
17.0,16.0,18.0,0.26255,0.025681,-0.025681,0.010949,-0.010949
19.0,18.0,20.0,0.27084,0.041034,-0.041034,0.011253,-0.011253

#: CENTRALITY [pct],,,10-20
#: RE (PBPB),,,PB PB --> PI+ X, PB PB --> PI- X
#: RE (PP),,,P P --> PI+ X, P P --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
0.11,0.1,0.12,0.17632,0.00089267,-0.00089267,0.016754,-0.016754
0.13,0.12,0.14,0.17919,0.00075449,-0.00075449,0.011437,-0.011437
0.15000000000000002,0.14,0.16,0.18299,0.00072966,-0.00072966,0.011018,-0.011018
0.16999999999999998,0.16,0.18,0.18749,0.00072369,-0.00072369,0.010969,-0.010969
0.19,0.18,0.2,0.19124,0.00072184,-0.00072184,0.011041,-0.011041
0.225,0.2,0.25,0.19984,0.00061778,-0.00061778,0.011938,-0.011938
0.275,0.25,0.3,0.21237,0.00065716,-0.00065716,0.013219,-0.013219
0.32499999999999996,0.3,0.35,0.2357,0.00028984,-0.00028984,0.0078608,-0.0078608
0.375,0.35,0.4,0.25234,0.00028028,-0.00028028,0.0083606,-0.0083606
0.42500000000000004,0.4,0.45,0.26798,0.00030151,-0.00030151,0.0091062,-0.0091062
0.475,0.45,0.5,0.28354,0.00033046,-0.00033046,0.0098439,-0.0098439
0.525,0.5,0.55,0.29338,0.00032738,-0.00032738,0.008203,-0.008203
0.575,0.55,0.6,0.30732,0.00035989,-0.00035989,0.0083861,-0.0083861
0.625,0.6,0.65,0.31448,0.00046734,-0.00046734,0.0098936,-0.0098936
0.675,0.65,0.7,0.32805,0.00053378,-0.00053378,0.011254,-0.011254
0.725,0.7,0.75,0.34498,0.00046822,-0.00046822,0.013852,-0.013852
0.775,0.75,0.8,0.36103,0.0015788,-0.0015788,0.014926,-0.014926
0.825,0.8,0.85,0.37439,0.00056682,-0.00056682,0.015224,-0.015224
0.875,0.85,0.9,0.38782,0.00064365,-0.00064365,0.015493,-0.015493
0.925,0.9,0.95,0.40149,0.00073067,-0.00073067,0.016079,-0.016079
0.975,0.95,1.0,0.41285,0.00082032,-0.00082032,0.016337,-0.016337
1.05,1.0,1.1,0.42533,0.00066655,-0.00066655,0.01682,-0.01682
1.15,1.1,1.2,0.42406,0.00076615,-0.00076615,0.016908,-0.016908
1.25,1.2,1.3,0.45812,0.00095928,-0.00095928,0.019005,-0.019005
1.35,1.3,1.4,0.46674,0.0010778,-0.0010778,0.020003,-0.020003
1.45,1.4,1.5,0.46962,0.0012054,-0.0012054,0.019746,-0.019746
1.55,1.5,1.6,0.46644,0.0013278,-0.0013278,0.019282,-0.019282
1.65,1.6,1.7,0.46173,0.0014915,-0.0014915,0.024983,-0.024983
1.75,1.7,1.8,0.45618,0.0015827,-0.0015827,0.024376,-0.024376
1.85,1.8,1.9,0.45154,0.0017048,-0.0017048,0.024175,-0.024175
1.95,1.9,2.0,0.44147,0.0018076,-0.0018076,0.02488,-0.02488
2.1,2.0,2.2,0.39635,0.0012795,-0.0012795,0.01944,-0.01944
2.3,2.2,2.4,0.37043,0.0012795,-0.0012795,0.015751,-0.015751
2.5,2.4,2.6,0.34968,0.0014254,-0.0014254,0.013412,-0.013412
2.7,2.6,2.8,0.32616,0.0015118,-0.0015118,0.011847,-0.011847
2.9,2.8,3.0,0.30576,0.001588,-0.001588,0.010786,-0.010786
3.1,3.0,3.2,0.28496,0.0017102,-0.0017102,0.010129,-0.010129
3.3,3.2,3.4,0.26602,0.0017996,-0.0017996,0.0090478,-0.0090478
3.5,3.4,3.6,0.24791,0.0019,-0.0019,0.0084756,-0.0084756
3.7,3.6,3.8,0.2294,0.0019191,-0.0019191,0.0075576,-0.0075576
3.9,3.8,4.0,0.21997,0.0020546,-0.0020546,0.00766,-0.00766
4.25,4.0,4.5,0.19888,0.0013985,-0.0013985,0.0069497,-0.0069497
4.75,4.5,5.0,0.18287,0.0016562,-0.0016562,0.005833,-0.005833
5.25,5.0,5.5,0.17116,0.0019661,-0.0019661,0.0054089,-0.0054089
5.75,5.5,6.0,0.16571,0.0023714,-0.0023714,0.0052612,-0.0052612
6.25,6.0,6.5,0.16992,0.0026015,-0.0026015,0.0064848,-0.0064848
6.75,6.5,7.0,0.17039,0.0031501,-0.0031501,0.0061943,-0.0061943
7.5,7.0,8.0,0.17663,0.0030618,-0.0030618,0.0066598,-0.0066598
8.5,8.0,9.0,0.18957,0.0045198,-0.0045198,0.0071796,-0.0071796
9.5,9.0,10.0,0.20686,0.0064433,-0.0064433,0.0078356,-0.0078356
10.5,10.0,11.0,0.22273,0.0090696,-0.0090696,0.0093012,-0.0093012
11.5,11.0,12.0,0.22796,0.011567,-0.011567,0.0095178,-0.0095178
12.5,12.0,13.0,0.25406,0.015805,-0.015805,0.010623,-0.010623
13.5,13.0,14.0,0.26119,0.020737,-0.020737,0.011076,-0.011076
14.5,14.0,15.0,0.26676,0.024483,-0.024483,0.011301,-0.011301
15.5,15.0,16.0,0.30182,0.035035,-0.035035,0.012786,-0.012786
17.0,16.0,18.0,0.29681,0.028803,-0.028803,0.012619,-0.012619
19.0,18.0,20.0,0.31017,0.046735,-0.046735,0.01314,-0.01314

#: CENTRALITY [pct],,,20-40
#: RE (PBPB),,,PB PB --> PI+ X, PB PB --> PI- X
#: RE (PP),,,P P --> PI+ X, P P --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -
0.11,0.1,0.12,0.22649,0.00091272,-0.00091272,0.018556,-0.018556
0.13,0.12,0.14,0.22666,0.00076317,-0.00076317,0.012289,-0.012289
0.15000000000000002,0.14,0.16,0.23008,0.00073937,-0.00073937,0.011722,-0.011722
0.16999999999999998,0.16,0.18,0.23322,0.00072763,-0.00072763,0.011587,-0.011587
0.19,0.18,0.2,0.23753,0.00072878,-0.00072878,0.011622,-0.011622
0.225,0.2,0.25,0.24505,0.00060026,-0.00060026,0.012522,-0.012522
0.275,0.25,0.3,0.25821,0.00063651,-0.00063651,0.013818,-0.013818
0.32499999999999996,0.3,0.35,0.27683,0.00030793,-0.00030793,0.0083258,-0.0083258
0.375,0.35,0.4,0.29453,0.00029309,-0.00029309,0.0089068,-0.0089068
